Geneid	HCT_NS_1	HCT_NS_2	HCT_NS_3	HCT_TNF_1	HCT_TNF_2	HCT_TNF_3	SCZ_NS_1	SCZ_NS_2	SCZ_NS_3	SCZ_TNF_1	SCZ_TNF_2	SCZ_TNF_3
ENSG00000184347.15	1312	1029	291	517	612	936	619	652	561	621	178	421
ENSG00000040275.17	147	152	104	127	128	236	80	107	131	104	96	129
ENSG00000134516.20	10273	10343	6367	7438	7898	16592	5365	7324	7257	6172	6401	7880
ENSG00000289702.1	307	248	192	286	218	483	138	207	248	177	217	261
ENSG00000263831.1	12	9	10	17	13	29	6	9	10	14	3	21
ENSG00000043462.13	6179	6808	4652	6079	5917	15129	3368	6092	5701	4994	4731	7123
ENSG00000288615.1	18	36	22	28	30	107	11	33	28	14	23	45
ENSG00000250274.2	81	140	99	119	126	403	83	136	151	127	141	236
ENSG00000145936.9	407	483	264	410	411	908	221	390	353	323	380	454
ENSG00000204764.14	33	34	33	37	20	106	11	29	43	19	42	40
ENSG00000181163.14	4821	4199	4173	4630	3723	9271	2071	3762	3907	3851	7089	5388
